cluster_id,size,date_range,avg_word_count,keywords,top_authors
28,52,2011-10-06 to 2013-07-26,315.34615384615387,"Months, Lagos Mover, Month, Weeks, Day","Sarah Mc Gregor, Eric Ombok, Vincent Nwanma, Emele Onu, Moses Mozart Dzawu"
29,91,2011-10-01 to 2013-07-26,449.4945054945055,"German Two, First Time, Spain, Yield, German","Andrew Frye, David Goodman, Angeline Benoit, Joao Lima, Paul Dobson"
30,385,2007-12-14 to 2013-07-26,374.3766233766234,"Billion, Greece, Says, Month Low, Million","Andras Gergely, Jasmina Kuzmanovic, Gordana Filipovic, James G.Neuger, Brian Parkin"
31,86,2010-06-15 to 2013-07-26,452.48837209302326,"Second Day, Bank, Copenhagen Mover, Fourth, Year High","Adria Cimino, Jonathan Morgan, Krystof Chamonikolas, Christian Wienberg, Tom Stoukas"
32,70,2011-10-01 to 2013-07-26,457.62857142857143,"Bank, Rate Decision, Purchase Program, England Inflation Report, Households Jumps","Jennifer Ryan, Scott Hamilton, Lucy Meakin, Robert Hutton, Barbara Sladkowska"
33,31,2011-10-01 to 2013-07-21,260.93548387096774,"World, Billion, Dubai Stocks Gain, End, Day Drop","Deema Almashabi, Mourad Haroutunian, Alaa Shahine, Zahra Hankir, Shaji Mathew"
34,59,2011-10-01 to 2013-07-28,581.3898305084746,"Airbus German Workers Plan Work Stoppage, Contract Dispute Porsche Takes Charges From, Purchases, Handelsblatt Says Saab Says Companies, Showing Interest","Craig Trudell, Mathieu Rosemain, Bloomberg News, Dawn Mc CartyBill Rochelle, Tim HigginsCraig Trudell"
35,36,2010-01-22 to 2013-07-26,802.0,"Text, February, Most, September Small Business Jobs Summary Bloomberg Weekly Consumer Comfort Index, Oct","Shobhana Chra, Alex Tanzi, Chris Middleton, Lorraine Woellert, Kristy Scheuble"
36,32,2011-10-06 to 2013-07-27,661.84375,"Southwest Sees, Billion Atlanta Revenue Gain, Merger Alere Agrees With Axis, Shield, Board","Robert Wall, Mary Schlangenstein, Tony Capaccio, Robert WallAndrea Rothman, Mary Jane Credeur"
37,53,2011-10-06 to 2013-07-26,454.1132075471698,"Month Low, Weekly Petroleum Status Report, Text, Commodities, Four","Naureen S.Malik, Lynn Doan, Barbara Powell, Paul Burkhardt, Christine Harvey"
38,108,2011-10-06 to 2013-07-26,474.287037037037,"Commodities, Oil Market News, Japan, New York, Day Gain","Grant Smith, Christian Schmollinger, Mark Shenk, Moming Zhou, Rupert Rowling"
39,46,2011-10-06 to 2013-07-26,493.39130434782606,"Aug, Home Price Index, September, August, State","Alex Tanzi, Prashant Gopal, Michelle Jamrisko, Chris Spillane, Kristy Scheuble"
40,47,2011-10-06 to 2013-07-26,559.2340425531914,"Decade, Gas, Oil, Sands, Match Conventional","Zulfugar Agayev, Mark Drajem, Eduard Gismatullin, Mikael Holter, Freeman Klopott"
41,80,2007-09-07 to 2013-07-26,379.1875,"Billion, Lukoil, Second Day, Dollar, Months","Yuliya Fedorinova, Scott Rose, Ksenia Galouchko, Lyubov Pronina, Henry Meyer"
42,57,2011-10-01 to 2013-07-26,553.2631578947369,"China, Dishonor, Italy Reports Seven New Cases, Anthrax, Widening Outbreak Russia Says","Bloomberg News, Gopal Ratnam, Isabel ReynoldsTakashi Hirokawa, Tsuyoshi Inajima, William Pesek"
43,32,2011-10-06 to 2013-07-26,535.46875,"Mart, Wal, Million, Greggs Rises After Saying Third, Quarter Sales Increased","Matt Townsend, Janice Kew, James Callan, Chelsey Dulaney, Namitha Jagadeesh"
44,36,2011-10-06 to 2013-07-26,659.25,"Oct, Stocks Fall, Surprises, Companies, Stocks Rise","Stephen Rose, Wendy Soong, Alex BarinkaNikolaj Gammeltoft, Lu Wang, Michael P.Regan"
45,118,2010-01-26 to 2013-07-27,587.9067796610169,"Death, Apple, Steve Jobs, China, Jobs","Aaron Ricadela, Victoria Slind-Flor, Bloomberg News, Tim Culpan, Hugo Miller"
46,61,2011-10-06 to 2013-07-26,540.0819672131148,"Billion, Mobile, Bid, Canal Plus Are Close, Agreement","Ilya Khrennikov, Crayton Harrison, Cornelius Rahn, Manuel Baigorri, Amy Thomson"
47,44,2011-10-01 to 2013-07-26,545.9545454545455,"Close, Reaches Agreement With Time Warner, Network, March, New York","Andy Fixmer, Cliff Edwards, Todd Shields, Scott Soshnick, Michael White"
48,154,2011-10-01 to 2013-07-27,762.0974025974026,"Obama, Million, Vote, End, Fiscal Cliff","Terrence Dopp, Elise Young, Ramesh Ponnuru, Josh Barro, the Editors"
49,78,2011-10-01 to 2013-07-26,472.64102564102564,"Billion, Million, Said, Business, Dixon","Hui-yong Yu, Joe Carroll, Sabrina Willmer, Tim Smith, Peter Woodifield"
50,31,2011-10-06 to 2013-07-26,520.741935483871,"Million, Failed, Sold, Seeks, Baum","Chris Dolmetsch, Joe Schneider, Steven Church, Dawn Mc Carty, Linda Sler"
51,72,2011-10-06 to 2013-07-27,870.8611111111111,"Says, Says Ex, Cohen, Months, Bird","Patricia Hurtado, Bob Van Voris, Lindsay Fortado, Edvard Pettersson, Joshua Gallu"
52,33,2011-10-06 to 2013-07-26,492.969696969697,"Jobs, Pay, Says, Said, Oman International","Howard Mustoe, Michael J.Moore, Donal Griffin, Arif Sharif, Kaitlyn Kiernan"
53,101,2011-10-01 to 2013-07-26,598.3564356435644,"Billion, Open, Day, Says, Treasuries","Liz Capo Mc Cormick, Susanne Walker, Steve Matthews, Sarika Gangar, Michelle Kaske"
54,56,2010-01-26 to 2013-07-27,734.4642857142857,"Banks, Big, Million, Dodd, Frank","Silla Brush, Carla Main, Carter Dougherty, Cheyenne Hopkins, Jesse Hamilton"
